etid,company,country,year,date,fine_eur,sector,articles,tier,violation_type,authority,turnover_eur,turnover_year,turnover_basis,turnover_source,turnover_origin,is_financial,confidence,index,url,source_url,row_source,articles_raw,eprivacy
ETid-2891,ILVA A/S,Denmark,2025,2025-09-02,200900,Industry and Commerce,,,Non-compliance with general data processing principles,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2891,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2025/sep/vestre-landsret-har-afsagt-dom-i-straffesagen-mod-ilva-as,powerbi-export-2026-09-20,Unknown,
ETid-277,JobTeam A/S DKK,Denmark,2020,2020-05-15,6700,Employment,Art. 15,4%,Insufficient fulfilment of data subjects rights,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-277,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2020/maj/jobteam-indstillet-til-boede/,powerbi-export-2026-09-20,Art. 15 GDPR,
ETid-319,Lejre Municipality,Denmark,2020,2020-06-30,6700,Public Sector and Education,Art. 5|Art. 6|Art. 33|Art. 34,4%,Non-compliance with general data processing principles,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-319,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2020/jun/lejre-kommune-indstilles-til-boede,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR, Art. 33 GDPR, Art. 34 GDPR",
ETid-1330,Lolland municipiality,Denmark,2022,2022-08-11,6700,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1330,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2022/aug/lolland-kommune-indstilles-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-2601,Lyngby-Taarbæk Municipality,Denmark,2024,2024-11-27,50250,Public Sector and Education,,,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2601,https://www.datatilsynet.dk/afgoerelser/afgoerelser/2024/nov/datatilsynet-anmelder-lyngby-taarbaek-kommune-til-politiet,powerbi-export-2026-09-20,Unknown,
ETid-757,Medicals Nordic I/S,Denmark,2021,2021-07-09,80700,Health Care,,,Non-compliance with general data processing principles,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-757,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/jul/medicals-nordic-is-indstillet-til-boede,powerbi-export-2026-09-20,Unknown,
ETid-824,Midtjylland Region,Denmark,2021,2021-09-08,53800,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-824,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/sep/region-midtjylland-indstillet-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-954,Municipality of Frederiksberg,Denmark,2021,2021-12-16,13450,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-954,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/dec/frederiksberg-kommune-indstilles-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-2432,Municipality of Vejen,Denmark,2024,2024-08-14,26800,Public Sector and Education,,,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2432,https://www.datatilsynet.dk/afgoerelser/afgoerelser/2024/aug/endnu-en-kommune-indstillet-til-boede-for-manglende-kryptering,powerbi-export-2026-09-20,Unknown,
ETid-746,Nordbornholms Byggeforretning Aps,Denmark,2021,2021-07-07,53800,Employment,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-746,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/jul/privat-virksomhed-indstillet-til-boede,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-363,PrivatBo A.M.B.A.,Denmark,2020,2020-08-04,20100,Real Estate,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-363,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2020/aug/datatilsynet-indstiller-privatbo-til-boede,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 32 GDPR",
ETid-759,Region of Syddanmark,Denmark,2021,2021-07-16,67900,Health Care,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),3660000000.0,,legacy,,carried-by-etid,,legacy,1.855191256830601e-05,https://www.enforcementtracker.com/ETid-759,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/jul/region-syddanmark-indstilles-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-1270,SIRIUS (law firm),Denmark,2022,2022-07-14,67200,"Finance, Insurance and Consulting",Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1270,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2022/jul/sirius-advokater-indstilles-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-839,Syddanmark Region,Denmark,2021,2021-09-17,67200,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-839,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/sep/region-syddanmark-indstillet-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-2600,Uptime-IT ApS,Denmark,2024,2024-11-12,6700,Health Care,,,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2600,https://www.datatilsynet.dk/afgoerelser/afgoerelser/2024/nov/databehandler-indstillet-til-boede,powerbi-export-2026-09-20,Unknown,
ETid-730,Vejle Municipality,Denmark,2021,2021-06-16,27000,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Danish Data Protection Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-730,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/jun/vejle-kommune-indstilles-til-boede,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-306,"Allgemeine Ortskrankenkasse (""AOK"") (health insurance company)",Germany,2020,2020-06-30,1240000,"Finance, Insurance and Consulting",Art. 5|Art. 6|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Baden-Wuerttemberg,611949600.0,,legacy,,carried-by-etid,,legacy,0.002026310663492549,https://www.enforcementtracker.com/ETid-306,https://www.baden-wuerttemberg.datenschutz.de/lfdi-baden-wuerttemberg-verhaengt-bussgeld-gegen-aok-baden-wuerttemberg-wirksamer-datenschutz-erfordert-regelmaessige-kontrolle-und-anpassung/,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",
ETid-27,Company in the financial sector,Germany,2019,2019-04-12,80000,"Finance, Insurance and Consulting",Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Baden-Wuerttemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-27,https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 32 GDPR",
ETid-190,Food company,Germany,2019,2019-10-24,100000,Accomodation and Hospitality,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Baden-Wuerttemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-190,"https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2020/01/35.-T%C3%A4tigkeitsbericht-f%C3%BCr-den-Datenschutz-Web.pdf#page=44&zoom=100,0,0",powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 32 GDPR",
ETid-25,Knuddels.de,Germany,2018,2018-11-21,20000,"Media, Telecoms and Broadcasting",Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Baden-Wuerttemberg,3280000.0,,legacy,,carried-by-etid,,legacy,0.006097560975609756,https://www.enforcementtracker.com/ETid-25,https://www.baden-wuerttemberg.datenschutz.de/lfdi-baden-wuerttemberg-verhaengt-sein-erstes-bussgeld-in-deutschland-nach-der-ds-gvo/,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-50,Police Officer,Germany,2019,2019-05-09,1400,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Data Protection Authority of Baden-Wuerttemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-50,https://www.baden-wuerttemberg.datenschutz.de/lfdi-baden-wuerttemberg-verhaengt-erstes-bussgeld-gegen-polizeibeamten/,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-1399,Property development company,Germany,2022,2022-09-21,50000,Real Estate,Art. 6|Art. 14,4%,Insufficient legal basis for data processing,Data Protection Authority of Baden-Wuerttemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-1399,https://www.baden-wuerttemberg.datenschutz.de/bussgeld-daten-aus-dem-grundbuch-stehen-nicht-zur-freien-verfuegung/,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 14 GDPR",
ETid-1408,Surveyor,Germany,2022,2022-09-21,5000,Real Estate,Art. 6,4%,Insufficient legal basis for data processing,Data Protection Authority of Baden-Wuerttemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-1408,https://www.baden-wuerttemberg.datenschutz.de/bussgeld-daten-aus-dem-grundbuch-stehen-nicht-zur-freien-verfuegung/,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-586,VfB Stuttgart 1893 AG,Germany,2021,2021-03-10,300000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Data Protection Authority of Baden-Wuerttemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-586,https://www.baden-wuerttemberg.datenschutz.de/vfb-stuttgart-bussgeld-erlassen/,powerbi-export-2026-09-20,Art. 5 (2) GDPR,
ETid-2781,Police Officer,Germany,2025,2025-03-07,3500,Individuals and Private Associations,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Data Protection Authority of Baden-Württemberg,,,,,,,,,https://www.enforcementtracker.com/ETid-2781,https://www.baden-wuerttemberg.datenschutz.de/datenabfrage-fuer-private-zwecke-3-500-euro-bussgeld/,powerbi-export-2026-09-20,"Art. 5 (1) GDPR, Art. 6 (1) GDPR",
ETid-1398,Company,Germany,2022,2022-09-20,525000,Industry and Commerce,Art. 38,2%,Insufficient involvement of data protection officer,Data Protection Authority of Berlin,,,,,,,,,https://www.enforcementtracker.com/ETid-1398,https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2022/20220920-BlnBDI-PM-Bussgeld-DSB.pdf,powerbi-export-2026-09-20,Art. 38 (6) GDPR,
ETid-78,Delivery Hero,Germany,2019,2019-09-19,195407,Accomodation and Hospitality,Art. 15|Art. 17|Art. 21,4%,Insufficient fulfilment of data subjects rights,Data Protection Authority of Berlin,9942000000,2023,standalone,Delivery Hero AR2023,carried-by-etid,0,high,1.965469724401529e-05,https://www.enforcementtracker.com/ETid-78,https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20190919-PM-Bussgelder.pdf,powerbi-export-2026-09-20,"Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR",
ETid-1856,Deutsche Kreditbank,Germany,2023,2023-05-31,300000,"Finance, Insurance and Consulting",Art. 5|Art. 15|Art. 22,4%,Insufficient fulfilment of data subjects rights,Data Protection Authority of Berlin,2067100000,2023,national_parent,DKB Geschaeftsbericht 2023,carried-by-etid,1,medium,0.00014513085965845872,https://www.enforcementtracker.com/ETid-1856,https://www.datenschutz-berlin.de/pressemitteilung/computer-sagt-nein,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 15 (1) h) GDPR, Art. 22 (3) GDPR",
ETid-98,Deutsche Wohnen SE,Germany,2021,2021-02-23,900000,Real Estate,Art. 5|Art. 25,4%,Non-compliance with general data processing principles,Data Protection Authority of Berlin,,,,,,,,,https://www.enforcementtracker.com/ETid-98,https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20191105-PM-Bussgeld_DW.pdf,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 25 GDPR",
ETid-1103,BREBAU GmbH,Germany,2022,2022-03-03,1900000,Real Estate,Art. 5|Art. 6|Art. 9,4%,Insufficient legal basis for data processing,Data Protection Authority of Bremen,,,,,,,,,https://www.enforcementtracker.com/ETid-1103,https://www.datenschutz.bremen.de/sixcms/media.php/13/Pressemitteilung%20LfDI%20Bremen.pdf,powerbi-export-2026-09-20,"Art. 5 (1) GDPR, Art. 6 (1) GDPR, Art. 9 GDPR",
ETid-2487,Debt collection service provider,Germany,2024,2024-11-12,900000,"Finance, Insurance and Consulting",Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Data Protection Authority of Hamburg,,,,,,,,,https://www.enforcementtracker.com/ETid-2487,https://datenschutz-hamburg.de/news/branchenweite-schwerpunktpruefung-im-forderungsmanagement,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",
ETid-405,H&M Hennes & Mauritz Online Shop A.B. & Co. KG,Germany,2020,2020-10-01,35258708,Employment,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Data Protection Authority of Hamburg,12086590000.0,,legacy,,carried-by-etid,,legacy,0.0029171758122017873,https://www.enforcementtracker.com/ETid-405,https://datenschutz-hamburg.de/pressemitteilungen/2020/10/2020-10-01-h-m-verfahren,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-26,"Kolibri Image
Regina und Dirk Maass GbR",Germany,2018,2018-12-17,5000,Industry and Commerce,Art. 28,2%,Insufficient data processing agreement,Data Protection Authority of Hamburg,,,,,,,,,https://www.enforcementtracker.com/ETid-26,https://www.heise.de/newsticker/meldung/DSGVO-5000-Euro-Bussgeld-fuer-fehlenden-Auftragsverarbeitungsvertrag-4282737.html,powerbi-export-2026-09-20,Art. 28 (3) GDPR,
ETid-846,Vattenfall Europe Sales GmbH,Germany,2021,2021-09-24,900000,Transportation and Energy,Art. 12|Art. 13,4%,Insufficient data processing agreement,Data Protection Authority of Hamburg,15151000000,2020,group,pilot,carried-by-etid,,medium,5.940201966866874e-05,https://www.enforcementtracker.com/ETid-846,https://www.heise.de/news/DSGVO-Vattenfall-muss-900-000-Euro-nach-Bonushopper-Auslese-zahlen-6200668.html,powerbi-export-2026-09-20,"Art. 12 GDPR, Art. 13 GDPR",
ETid-2892,Company,Germany,2025,2025-09-30,492000,"Finance, Insurance and Consulting",,,Non-compliance with general data processing principles,Data Protection Authority of Hamburg (HmbBfDI),,,,,,,,,https://www.enforcementtracker.com/ETid-2892,https://datenschutz-hamburg.de/news/zwischenbilanz-2025-hmbbfdi-verhaengt-bussgelder-von-insgesamt-775000-euro,powerbi-export-2026-09-20,Unknown,
ETid-2893,Company,Germany,2025,2025-09-30,195000,Industry and Commerce,,,Insufficient fulfilment of data subjects rights,Data Protection Authority of Hamburg (HmbBfDI),,,,,,,,,https://www.enforcementtracker.com/ETid-2893,https://datenschutz-hamburg.de/news/zwischenbilanz-2025-hmbbfdi-verhaengt-bussgelder-von-insgesamt-775000-euro,powerbi-export-2026-09-20,Unknown,
ETid-1677,A&G Couriers Limited T/A Fastway Couriers (Ireland),Ireland,2022,2022-12-30,15000,Transportation and Energy,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1677,https://www.dataprotection.ie/sites/default/files/uploads/2023-03/IN-21-6-2%20Fastway%20Couriers%20Final%20Decision_Redacted%28S01%29.pdf,powerbi-export-2026-09-20,Art. 32 (1) GDPR,
ETid-1115,Bank of Ireland,Ireland,2022,2022-04-05,463000,"Finance, Insurance and Consulting",Art. 32|Art. 33|Art. 34,2%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1115,"https://www.independent.ie/business/technology/bank-of-ireland-fined-over-errors-reporting-details-of-47000-customers-loans-41522333.html#:~:text=Bank%20of%20Ireland%20has%20been,have%20affected%20their%20credit%20ratings",powerbi-export-2026-09-20,"Art. 32 GDPR, Art. 33 GDPR, Art. 34 GDPR",
ETid-1696,Bank of Ireland 365,Ireland,2023,2023-02-27,750000,"Finance, Insurance and Consulting",Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1696,https://www.dataprotection.ie/en/resources/law/decisions/bank-of-ireland-365-%28BOI%29-February-2023,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",
ETid-1666,Centric Health Ltd.,Ireland,2023,2023-01-23,460000,Health Care,Art. 5|Art. 32,4%,Non-compliance with general data processing principles,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1666,https://www.dataprotection.ie/sites/default/files/uploads/2023-02/IN-21-2-4%20Final%20Decision_Redacted.pdf,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR",
ETid-2684,City of Dublin Education and Training Board,Ireland,2025,2025-06-23,125000,Public Sector and Education,Art. 5|Art. 32|Art. 33|Art. 34,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-2684,https://www.dataprotection.ie/en/news-media/press-releases/inquiry-city-dublin-education-and-training-board-cdetb,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR, Art. 33 (1) GDPR, Art. 34 (1), (4) GDPR",
ETid-449,Cork University Maternity Hospital,Ireland,2020,2020-08-18,65000,Health Care,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-449,https://www.irishexaminer.com/news/arid-40075673.html,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 32 GDPR",
ETid-2657,Departement of Social Security,Ireland,2025,2025-06-12,550000,Public Sector and Education,Art. 5|Art. 6|Art. 9|Art. 13|Art. 35,4%,Insufficient legal basis for data processing,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-2657,https://www.dataprotection.ie/en/news-media/press-releases/dpc-announces-conclusion-investigation-use-facial-matching-technology-connection-public-services,powerbi-export-2026-09-20,"Art. 5 (1) a), e) GDPR, Art. 6 (1) GDPR, Art. 9 (1) GDPR, Art. 13 (1) c) GDPR, Art. 13 (2) a) GDPR, Art. 35 (VII) b), c) GDPR",
ETid-689,Irish Credit Bureau DAC,Ireland,2021,2021-03-23,90000,"Finance, Insurance and Consulting",Art. 5|Art. 24|Art. 25,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-689,https://www.dataprotection.ie/sites/default/files/uploads/2021-05/Redacted_23.03.2021_Decision_IN-19-7-2.pdf,powerbi-export-2026-09-20,"Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR",
ETid-1965,Irish Departement of Health,Ireland,2023,2023-06-16,22500,Health Care,Art. 5|Art. 6|Art. 9,4%,Non-compliance with general data processing principles,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1965,https://www.dataprotection.ie/en/resources/law/decisions/Inquiry-concerning-the-Department-of-Health,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 6 (1), (4) GDPR, Art. 9 (1) GDPR",
ETid-987,Irish Teacher Council,Ireland,2021,2021-12-02,60000,Public Sector and Education,Art. 5|Art. 32|Art. 33,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-987,https://www.dataprotection.ie/sites/default/files/uploads/2022-01/Redacted%20Final%20Decision%20The%20Teaching%20Council_20-04-01.pdf,powerbi-export-2026-09-20,"Art. 5 (1) GDPR, Art. 32 (1) GDPR, Art. 33 GDPR",
ETid-1009,Limerick City and County Council,Ireland,2021,2021-12-09,110000,Public Sector and Education,Art. 13|Art. 12|Art. 15,4%,Insufficient fulfilment of data subjects rights,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1009,"https://www.dataprotection.ie/sites/default/files/uploads/2022-01/Limerick%20Council%20Decision%20Summary%20EN.pdf,",powerbi-export-2026-09-20,"Art. 13 GDPR, Art. 12 GPDR, Art. 15 GDPR",
ETid-2469,LinkedIn,Ireland,2024,2024-10-24,310000000,"Media, Telecoms and Broadcasting",Art. 5|Art. 6|Art. 13|Art. 14,4%,Insufficient legal basis for data processing,Data Protection Authority of Ireland,15224000000.0,,legacy,,carried-by-etid,,legacy,0.020362585391487126,https://www.enforcementtracker.com/ETid-2469,https://dataprotection.ie/en/news-media/press-releases/irish-data-protection-commission-fines-linkedin-ireland-eu310-million,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 6 (1) a), e), f) GDPR, Art. 13 (1) c) GDPR, Art. 14 (1) c) GDPR",
ETid-2780,Maynooth University,Ireland,2024,2024-11-22,40000,Public Sector and Education,Art. 5|Art. 32|Art. 33,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-2780,https://www.dataprotection.ie/sites/default/files/uploads/2025-02/MU%20Final%20Decision%20IN-19-9-3_Redacted.pdf,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR, Art. 33 (1) GDPR",
ETid-1094,Meta Platforms Ireland Limited,Ireland,2022,2022-03-15,17000000,"Media, Telecoms and Broadcasting",Art. 5|Art. 24,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1094,https://dataprotection.ie/en/news-media/press-releases/data-protection-commission-announces-decision-meta-facebook-inquiry,powerbi-export-2026-09-20,"Art. 5 (2) GDPR, Art. 24 (1) GDPR",
ETid-1502,Meta Platforms Ireland Limited,Ireland,2022,2022-11-25,265000000,"Media, Telecoms and Broadcasting",Art. 25,2%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1502,https://dataprotection.ie/en/news-media/press-releases/data-protection-commission-announces-decision-in-facebook-data-scraping-inquiry,powerbi-export-2026-09-20,"Art. 25 (1), (2) GDPR",
ETid-1543,Meta Platforms Ireland Limited,Ireland,2023,2023-01-04,390000000,"Media, Telecoms and Broadcasting",Art. 5|Art. 6|Art. 12|Art. 13,4%,Non-compliance with general data processing principles,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1543,https://dataprotection.ie/en/news-media/data-protection-commission-announces-conclusion-two-inquiries-meta-ireland,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 12 GDPR, Art. 13 (1) c) GDPR",
ETid-1844,Meta Platforms Ireland Limited,Ireland,2023,2023-05-12,1200000000,"Media, Telecoms and Broadcasting",Art. 46,4%,Insufficient legal basis for data processing,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1844,https://dataprotection.ie/en/news-media/press-releases/Data-Protection-Commission-announces-conclusion-of-inquiry-into-Meta-Ireland,powerbi-export-2026-09-20,Art. 46 (1) GDPR,
ETid-2461,Meta Platforms Ireland Limited,Ireland,2024,2024-09-27,91000000,"Media, Telecoms and Broadcasting",Art. 5|Art. 32|Art. 33,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-2461,https://www.dataprotection.ie/en/news-media/press-releases/DPC-announces-91-million-fine-of-Meta,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR, Art. 33 (1), (5) GDPR",
ETid-2484,Meta Platforms Ireland Limited,Ireland,2024,2024-12-17,251000000,"Media, Telecoms and Broadcasting",Art. 33|Art. 25,2%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-2484,https://www.dataprotection.ie/en/news-media/press-releases/irish-data-protection-commission-fines-meta-eu251-million,powerbi-export-2026-09-20,"Art. 33 (3), (5) GDPR, Art. 25 (1), (2) GDPR",
ETid-1373,"Meta Platforms, Inc.",Ireland,2022,2022-09-05,405000000,"Media, Telecoms and Broadcasting",Art. 5|Art. 6|Art. 12|Art. 24|Art. 25|Art. 35,4%,Non-compliance with general data processing principles,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-1373,https://edpb.europa.eu/system/files/2022-09/edpb_bindingdecision_20222_ie_sa_instagramchildusers_en.pdf,powerbi-export-2026-09-20,"Art. 5 (1) a), c) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 24 GDPR, Art. 25 (1), (2) GDPR, Art. 35 GDPR",
ETid-3200,"Midlands Regional Hospital Tullamore, County Offaly",Ireland,2026,2026-06-11,300000,Health Care,Art. 5|Art. 28|Art. 30|Art. 32|Art. 34,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-3200,https://www.dataprotection.ie/en/news-media/latest-news/data-protection-commission-announces-final-decision-midlands-regional-hospital-tullamore-inquiry,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 28 GDPR, Art. 30 GDPR, Art. 32 (1) GDPR, Art. 34 GDPR",
ETid-893,MOVE Ireland,Ireland,2021,2021-08-20,1500,Individuals and Private Associations,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-893,"https://www.dataprotection.ie/sites/default/files/uploads/2021-11/IN-20-7-1%20Move%20Irl%20Final%20Decision.pdf,",powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",
ETid-3146,Permanent TSB,Ireland,2026,2026-05-08,277500,"Finance, Insurance and Consulting",Art. 5|Art. 32|Art. 33,4%,Insufficient technical and organisational measures to ensure information security,Data Protection Authority of Ireland,,,,,,,,,https://www.enforcementtracker.com/ETid-3146,https://www.dataprotection.ie/en/news-media/press-releases/data-protection-commission-announces-decision-in-pemanent-tsb-inquiry,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR, Art. 33 (1) GDPR",
