Group,Group link,Jurisdiction,Date,Type,Status,Title,Topics,Source basis,Document URL,Digest entry link
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Italy,10 June 2021,regulator guidance,in force,"Garante per la protezione dei dati personali, Linee guida cookie e altri strumenti di tracciamento (provvedimento n. 231)","consent, cookie-walls, analytics-exemption",primary,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9677876,https://simeonatanasov.com/cookie-digest.html#ck-d076
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Spain,3 February 2021,enforcement,decided,"AEPD, PS/00032/2020: Iberia fined 30,000 euros for a banner with no way to refuse cookies","reject-button, cookie-walls, enforcement",primary,https://www.aepd.es/documento/reposicion-ps-00032-2020.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d077
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,France,7 December 2020,enforcement,decided,"CNIL, Deliberation SAN-2020-012: Google LLC and Google Ireland fined 100 million euros for cookies on google.fr","consent, enforcement",primary,https://www.legifrance.gouv.fr/cnil/id/CNILTEXT000042635706,https://simeonatanasov.com/cookie-digest.html#ck-d078
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,France,7 December 2020,enforcement,decided,"CNIL, Deliberation SAN-2020-013: Amazon Europe Core fined 35 million euros for cookies on amazon.fr","consent, enforcement",primary,https://www.legifrance.gouv.fr/cnil/id/CNILTEXT000042635729,https://simeonatanasov.com/cookie-digest.html#ck-d079
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,France,17 September 2020,regulator guidance,in force,"CNIL, Deliberation 2020-091: guidelines on cookies and other trackers (article 82 of the French Data Protection Act)","consent, reject-button, analytics-exemption",primary,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000042388179,https://simeonatanasov.com/cookie-digest.html#ck-d080
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,France,17 September 2020,regulator guidance,in force,"CNIL, Deliberation 2020-092: recommendation on practical arrangements for cookies and other trackers","consent, reject-button, dark-patterns",primary,https://www.cnil.fr/sites/cnil/files/atoms/files/recommandation-cookies-et-autres-traceurs.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d081
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,France,19 June 2020,court decision,decided,"Conseil d'Etat, decision no. 434684 on the CNIL's 2019 cookie guidelines (cookie walls)","cookie-walls, consent",primary,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2020-06-19/434684,https://simeonatanasov.com/cookie-digest.html#ck-d082
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Germany,28 May 2020,court decision,decided,"Bundesgerichtshof, judgment I ZR 7/16 (Cookie-Einwilligung II, Planet49)","consent, dark-patterns",primary,https://www.bundesgerichtshof.de/SharedDocs/Pressemitteilungen/DE/2020/2020067.html,https://simeonatanasov.com/cookie-digest.html#ck-d083
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Ireland,6 April 2020,regulator guidance,in force,"Data Protection Commission, Guidance note on cookies and other tracking technologies","consent, analytics-exemption, strictly-necessary",primary,https://www.dataprotection.ie/sites/default/files/uploads/2020-04/Guidance%20note%20on%20cookies%20and%20other%20tracking%20technologies.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d084
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Ireland,6 April 2020,regulator guidance,historical,"Data Protection Commission, Report on the use of cookies and other tracking technologies (cookie sweep)","consent, enforcement",primary,https://www.dataprotection.ie/en/news-media/press-releases/report-dpc-use-cookies-and-other-tracking-technologies,https://simeonatanasov.com/cookie-digest.html#ck-d085
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Greece,25 February 2020,regulator guidance,in force,"Hellenic DPA, Recommendations 1/2020 on compliance of controllers with the electronic communications legislation for trackers","reject-button, cookie-walls, dark-patterns",primary,https://www.dpa.gr/sites/default/files/2020-12/Sistaseis_1_2020.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d086
EU member states,https://simeonatanasov.com/cookie-digest.html#ck-eu-member-states,Denmark,14 December 2011,legislation,in force,"Denmark, Cookiebekendtgoerelsen (BEK nr 1148 af 9. december 2011) on information and consent for storage of or access to information on terminal equipment","consent, strictly-necessary",primary,https://www.retsinformation.dk/eli/lta/2011/1148,https://simeonatanasov.com/cookie-digest.html#ck-d087
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,30 September 2026,legislation,applies from a future date,"Data (Use and Access) Act 2025 (Commencement No. 9 and Transitional and Saving Provisions) Regulations 2026, SI 2026/1015: abolition of the Information Commissioner and transfer to the Information Commission","enforcement, other",primary,https://www.legislation.gov.uk/uksi/2026/1015/contents/made,https://simeonatanasov.com/cookie-digest.html#ck-d088
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,18 May 2026,proposal,proposed,ICO advice to government on potential changes to online advertising rules (PECR regulation 6 exception for low-risk advertising),"consent, other",primary,https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2026/05/our-advice-to-government-on-potential-changes-to-online-advertising-rules/,https://simeonatanasov.com/cookie-digest.html#ck-d089
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,29 April 2026,regulator guidance,in force,ICO Guidance on the use of storage and access technologies (final version),"consent, analytics-exemption, strictly-necessary",primary,https://ico.org.uk/for-organisations/direct-marketing-and-privacy-and-electronic-communications/guidance-on-the-use-of-storage-and-access-technologies/,https://simeonatanasov.com/cookie-digest.html#ck-d090
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,5 February 2026,legislation,in force,"PECR Regulation 6 (Privacy and Electronic Communications (EC Directive) Regulations 2003, SI 2003/2426), as amended by the Data (Use and Access) Act 2025","consent, strictly-necessary, analytics-exemption",primary,https://www.legislation.gov.uk/uksi/2003/2426/regulation/6,https://simeonatanasov.com/cookie-digest.html#ck-d091
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,5 February 2026,legislation,in force,"Data (Use and Access) Act 2025, section 112 and Schedule 12: new Schedule A1 to PECR (exceptions to the storage and access prohibition)","analytics-exemption, strictly-necessary, consent",primary,https://www.legislation.gov.uk/ukpga/2025/18/schedule/12/enacted,https://simeonatanasov.com/cookie-digest.html#ck-d092
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,5 February 2026,legislation,in force,"Data (Use and Access) Act 2025, section 115 and Schedule 13: PECR enforcement aligned with the Data Protection Act 2018","enforcement, consent",primary,https://www.legislation.gov.uk/ukpga/2025/18/schedule/13,https://simeonatanasov.com/cookie-digest.html#ck-d093
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,5 February 2026,legislation,in force,"Data (Use and Access) Act 2025 (Commencement No. 6 and Transitional and Saving Provisions) Regulations 2026, SI 2026/82","analytics-exemption, enforcement",primary,https://www.legislation.gov.uk/uksi/2026/82/contents/made,https://simeonatanasov.com/cookie-digest.html#ck-d094
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,1 January 2026,legislation,in force,UK GDPR Article 4(11) and Article 7: definition and conditions for consent,"consent, reject-button, dark-patterns",primary,https://www.legislation.gov.uk/eur/2016/679/article/7,https://simeonatanasov.com/cookie-digest.html#ck-d095
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,4 December 2025,enforcement,decided,"ICO action secures increased cookie compliance across the UK's top 1,000 websites (campaign outcome)","enforcement, reject-button, consent",primary,https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2025/12/ico-action-secures-increased-cookie-compliance/,https://simeonatanasov.com/cookie-digest.html#ck-d096
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,17 October 2025,enforcement,decided,CMA decision to release Google from the Privacy Sandbox commitments,"browser-signals, other",primary,https://gov.uk/cma-cases/investigation-into-googles-privacy-sandbox-browser-changes,https://simeonatanasov.com/cookie-digest.html#ck-d097
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,26 September 2025,regulator guidance,superseded,ICO consultation on a new chapter within the draft updated guidance on storage and access technologies (Data (Use and Access) Act exceptions),"analytics-exemption, consent",primary,https://ico.org.uk/about-the-ico/ico-and-stakeholder-consultations/2025/07/ico-consultation-on-a-new-chapter-within-the-draft-updated-guidance-on-storage-and-access-technologies/,https://simeonatanasov.com/cookie-digest.html#ck-d098
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,21 March 2025,regulator guidance,superseded,ICO consultation on the draft updated guidance on storage and access technologies (draft that replaced the 2019 cookies guidance),"consent, pixels-wiretap, strictly-necessary",primary,https://ico.org.uk/about-the-ico/ico-and-stakeholder-consultations/2024/12/ico-consultation-on-the-draft-updated-guidance-on-storage-and-access-technologies/,https://simeonatanasov.com/cookie-digest.html#ck-d099
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,23 January 2025,regulator guidance,in force,ICO Consent or pay guidance,"consent-or-pay, consent, children",primary,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/online-tracking/consent-or-pay/about-this-guidance/,https://simeonatanasov.com/cookie-digest.html#ck-d100
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,23 January 2025,enforcement,decided,"ICO takes action to tackle cookie compliance across the UK's top 1,000 websites (2025 online tracking strategy)","enforcement, reject-button, consent",primary,https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2025/01/ico-takes-action-to-tackle-cookie-compliance-across-the-uk-s-top-1-000-websites/,https://simeonatanasov.com/cookie-digest.html#ck-d101
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,17 September 2024,enforcement,decided,ICO reprimand: Sky Betting and Gaming (Bonne Terre Limited) for advertising cookies without consent,"enforcement, consent, tcf",primary,https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2024/09/action-taken-against-sky-betting-and-gaming-for-using-cookies-without-consent/,https://simeonatanasov.com/cookie-digest.html#ck-d102
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,9 August 2023,regulator guidance,in force,ICO and CMA joint position paper: Harmful design in digital markets (online choice architecture and cookie choices),"dark-patterns, reject-button, consent",primary,https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2023/08/ico-and-cma-harmful-online-design-encourages-consumers-to-hand-over-personal-information/,https://simeonatanasov.com/cookie-digest.html#ck-d103
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,17 October 2025,enforcement,decided,CMA decision to release Google from the Privacy Sandbox commitments,"browser-signals, other",primary,https://gov.uk/cma-cases/investigation-into-googles-privacy-sandbox-browser-changes,https://simeonatanasov.com/cookie-digest.html#ck-d104
United Kingdom,https://simeonatanasov.com/cookie-digest.html#ck-united-kingdom,United Kingdom,3 July 2019,regulator guidance,superseded,ICO Guidance on the use of cookies and similar technologies (2019 detailed cookies guidance),"consent, analytics-exemption, cookie-walls",primary,https://ico.org.uk/media2/kz0doybw/guidance-on-the-use-of-cookies-and-similar-technologies-1-0.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d105
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Norway,3 June 2026,enforcement,proposed,"noyb and the Norwegian Consumer Council, complaint against Schibsted's pay or okay model with the Norwegian DPA","consent-or-pay, consent",secondary,https://noyb.eu/en/nordic-media-giant-schibsted-switches-pay-or-okay-complaint-filed,https://simeonatanasov.com/cookie-digest.html#ck-d106
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Switzerland,31 March 2026,regulator guidance,in force,FDPIC Factsheet on the use of cookies and similar technologies (for internet users),"consent, other",primary,https://www.edoeb.admin.ch/en/factsheet-cookies,https://simeonatanasov.com/cookie-digest.html#ck-d107
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Switzerland,6 October 2025,regulator guidance,in force,"FDPIC Guidelines on data processing using cookies and similar technologies, version 1.1","consent, dark-patterns, consent-or-pay",primary,https://www.edoeb.admin.ch/en/guidelines-on-data-processing-using-cookies,https://simeonatanasov.com/cookie-digest.html#ck-d108
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Norway,3 April 2025,regulator guidance,in force,"Datatilsynet (Norway), guidance on consent for cookies and other tracking technologies: ten practical rules","reject-button, dark-patterns, cookie-walls",primary,https://www.datatilsynet.no/personvern-pa-ulike-omrader/internett-og-apper/bruk-av-informasjonskapsler-og-andre-sporingsteknologier/,https://simeonatanasov.com/cookie-digest.html#ck-d109
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Norway,1 January 2025,legislation,in force,"Norway, Lov om elektronisk kommunikasjon (ekomloven) section 3-15: cookies require GDPR-standard consent","consent, strictly-necessary",primary,https://lovdata.no/dokument/NL/lov/2024-12-13-76,https://simeonatanasov.com/cookie-digest.html#ck-d110
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Norway,1 January 2025,legislation,in force,"Norway: Electronic Communications Act (ekomloven) section 3-15 on cookies and similar technologies, with Nkom and Datatilsynet joint supervision","consent, browser-signals, enforcement",primary,https://nkom.no/internett/informasjonskapsler-cookies,https://simeonatanasov.com/cookie-digest.html#ck-d111
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Norway,1 January 2025,regulator guidance,in force,Norway Datatilsynet guidance page on cookies and information capsules (informasjonskapsler),"consent, other",primary,https://www.datatilsynet.no/personvern-pa-ulike-omrader/internett-og-apper/cookies/,https://simeonatanasov.com/cookie-digest.html#ck-d112
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Switzerland,1 September 2023,legislation,in force,"Federal Act on Data Protection (FADP, SR 235.1), revised text","consent, other",primary,https://www.fedlex.admin.ch/eli/cc/2022/491/en,https://simeonatanasov.com/cookie-digest.html#ck-d113
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Turkey,20 June 2022,regulator guidance,in force,Turkey: KVKK Guideline on Cookie Practices (Çerez Uygulamaları Hakkında Rehber),"consent, strictly-necessary, transfers",primary,https://www.kvkk.gov.tr/Icerik/7288/Cerez-Uygulamalari-Hakkinda-Rehber,https://simeonatanasov.com/cookie-digest.html#ck-d114
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Turkey,27 February 2020,enforcement,decided,"Turkey: Personal Data Protection Board decision on Amazon Turkey (cookies and marketing without explicit consent), decision no. 2020/173","enforcement, consent, email-marketing",primary,https://www.kvkk.gov.tr/Icerik/6739/2020-173,https://simeonatanasov.com/cookie-digest.html#ck-d115
Switzerland and other Europe,https://simeonatanasov.com/cookie-digest.html#ck-switzerland-and-other-europe,Switzerland,1 April 2007,legislation,in force,"Telecommunications Act (TCA, SR 784.10), Article 45c: data on external equipment","consent, strictly-necessary, other",primary,https://www.fedlex.admin.ch/eli/cc/1997/2187_2187_2187/en,https://simeonatanasov.com/cookie-digest.html#ck-d116
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,4 September 2026,proposal,proposed,"SB 690 (2025-2026), amendment of Cal. Penal Code 637.2 for pen register and trap and trace claims against websites and apps","pixels-wiretap, enforcement",primary,https://legiscan.com/CA/bill/SB690/2025,https://simeonatanasov.com/cookie-digest.html#ck-d117
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,21 August 2026,court decision,under appeal,"Variety Media, LLC v. Superior Court, No. B350578 (Cal. Ct. App., 2d Dist., Div. 3), tentative opinion on CIPA section 638.51",pixels-wiretap,secondary,https://www.jlaplaw.com/blog/2026/8/30/another-cipa-update-sb-690-passed-an-appellate-court-finally-spoke-neither-one-settles-cipa-yet,https://simeonatanasov.com/cookie-digest.html#ck-d118
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,1 August 2026,legislation,in force,"Delete Act (SB 362), Cal. Civ. Code 1798.99.86, accessible deletion mechanism","sale-sharing, other",primary,https://law.justia.com/codes/california/code-civ/division-3/part-4/title-1-81-48/section-1798-99-86/,https://simeonatanasov.com/cookie-digest.html#ck-d119
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,12 March 2026,court decision,decided,"NetChoice, LLC v. Bonta, No. 25-2366 (9th Cir.), California Age-Appropriate Design Code Act (AB 2273)","children, dark-patterns",primary,https://netchoice.org/wp-content/uploads/2026/03/NetChoiice-v-Bonta-Ruling-Ninth-Circuit-March-12-2026.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d120
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,5 March 2026,enforcement,decided,"California Privacy Protection Agency, Order of Decision against Ford Motor Company","dark-patterns, opt-out-signals, enforcement",primary,https://privacy.ca.gov/2026/03/ford-to-change-practices-pay-fine-for-adding-unnecessary-friction-to-opt-out-process/,https://simeonatanasov.com/cookie-digest.html#ck-d121
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,3 March 2026,enforcement,decided,"California Privacy Protection Agency, Order of Decision against PlayOn Sports","cookie-walls, opt-out-signals, children",primary,https://privacy.ca.gov/2026/03/youth-sports-media-company-to-pay-1-1-million-fine-change-practices-over-privacy-violations/,https://simeonatanasov.com/cookie-digest.html#ck-d122
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,11 February 2026,enforcement,decided,"People v. The Walt Disney Company (Disney DTC and ABC Enterprises), California Attorney General CCPA settlement","opt-out-signals, sale-sharing, enforcement",primary,https://oag.ca.gov/news/press-releases/california-wont-let-it-go-attorney-general-bonta-announces-275-million,https://simeonatanasov.com/cookie-digest.html#ck-d123
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,8 January 2026,enforcement,decided,"California Privacy Protection Agency, Delete Act enforcement against unregistered data brokers (Rickenbacher Data and S&P Global)","sale-sharing, enforcement",primary,https://privacy.ca.gov/2026/01/calprivacy-brings-new-round-of-enforcement-actions-against-data-brokers/,https://simeonatanasov.com/cookie-digest.html#ck-d124
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,1 January 2026,legislation,in force,"CCPA Updates, Cybersecurity Audits, Risk Assessments, ADMT and Insurance Regulations (approved text, effective 1 January 2026)","opt-out-signals, browser-signals, sale-sharing",primary,https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d125
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,1 January 2026,regulator guidance,in force,"California Privacy Protection Agency, Delete Request and Opt-out Platform (DROP)","sale-sharing, enforcement",primary,https://privacy.ca.gov/drop/,https://simeonatanasov.com/cookie-digest.html#ck-d126
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,1 January 2026,legislation,in force,"California Invasion of Privacy Act, Cal. Penal Code 631 (wiretapping), with 632 and 638.51 (pen register and trap and trace)","pixels-wiretap, consent",primary,https://law.justia.com/codes/california/code-pen/part-1/title-15/chapter-1-5/section-631/,https://simeonatanasov.com/cookie-digest.html#ck-d127
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,21 November 2025,enforcement,decided,"People v. Jam City, Inc., California Attorney General CCPA settlement","children, sale-sharing, enforcement",primary,https://www.oag.ca.gov/news/press-releases/attorney-general-bonta-secures-14-million-settlement-mobile-app-gaming-company,https://simeonatanasov.com/cookie-digest.html#ck-d128
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,8 October 2025,legislation,applies from a future date,"AB 566, California Opt Me Out Act (Chapter 465, Statutes of 2025), Cal. Civ. Code 1798.136","browser-signals, opt-out-signals",primary,https://legiscan.com/CA/bill/AB566/2025,https://simeonatanasov.com/cookie-digest.html#ck-d129
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,30 September 2025,enforcement,decided,"California Privacy Protection Agency, Stipulated Final Order against Tractor Supply Company","opt-out-signals, sale-sharing, enforcement",primary,https://privacy.ca.gov/2025/09/nations-largest-rural-lifestyle-retailer-to-pay-1-35m-over-ccpa-violations/,https://simeonatanasov.com/cookie-digest.html#ck-d130
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,9 July 2025,court decision,decided,"Gutierrez v. Converse Inc., No. 24-4797 (9th Cir.)",pixels-wiretap,primary,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/07/09/24-4797.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d131
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,1 July 2025,enforcement,decided,"People v. Healthline Media LLC, California Attorney General CCPA settlement","health-data, pixels-wiretap, enforcement",primary,https://oag.ca.gov/news/press-releases/attorney-general-bonta-announces-largest-ccpa-settlement-date-secures-155,https://simeonatanasov.com/cookie-digest.html#ck-d132
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,6 May 2025,enforcement,decided,"California Privacy Protection Agency, Order against Todd Snyder, Inc.","consent, enforcement, opt-out-signals",primary,https://privacy.ca.gov/2025/05/cppa-orders-clothing-retailer-todd-snyder-to-pay-six-figure-fine-overhaul-privacy-practices/,https://simeonatanasov.com/cookie-digest.html#ck-d133
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,12 March 2025,enforcement,decided,"California Privacy Protection Agency, Stipulated Final Order against American Honda Motor Co.","dark-patterns, reject-button, enforcement",primary,https://privacy.ca.gov/2025/03/honda-settles-with-cppa-over-privacy-violations/,https://simeonatanasov.com/cookie-digest.html#ck-d134
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,1 January 2025,legislation,in force,"California Consumer Privacy Act as amended by the CPRA, Cal. Civ. Code 1798.100 et seq. (sections 1798.120, 1798.135, 1798.155)","sale-sharing, opt-out-signals, children",primary,https://law.justia.com/codes/california/code-civ/division-3/part-4/title-1-81-5/section-1798-135/,https://simeonatanasov.com/cookie-digest.html#ck-d135
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,29 March 2023,legislation,superseded,"CCPA Regulations, Cal. Code Regs. Title 11, Division 6, Chapter 1 (final text of 29 March 2023)","dark-patterns, opt-out-signals, sale-sharing",primary,https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d136
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,29 March 2023,legislation,in force,"Cal. Code Regs. Title 11, section 7025, Opt-Out Preference Signals","opt-out-signals, browser-signals",primary,https://law.cornell.edu/regulations/california/11-CCR-7025,https://simeonatanasov.com/cookie-digest.html#ck-d137
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,24 August 2022,enforcement,decided,"People v. Sephora USA, Inc., California Attorney General CCPA settlement","opt-out-signals, sale-sharing, enforcement",primary,https://oag.ca.gov/news/press-releases/attorney-general-bonta-announces-settlement-sephora-part-ongoing-enforcement,https://simeonatanasov.com/cookie-digest.html#ck-d138
United States: California,https://simeonatanasov.com/cookie-digest.html#ck-united-states-california,California,31 May 2022,court decision,decided,"Javier v. Assurance IQ, LLC, No. 21-16351 (9th Cir.)","pixels-wiretap, consent",primary,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/05/31/21-16351.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d139
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),19 September 2026,legislation,in force,"Federal Trade Commission Act, Section 5, 15 U.S.C. 45","dark-patterns, pixels-wiretap, enforcement",primary,https://www.ftc.gov/legal-library/browse/statutes/federal-trade-commission-act,https://simeonatanasov.com/cookie-digest.html#ck-d140
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),4 May 2026,enforcement,decided,"FTC v. Kochava Inc., stipulated final order banning sale of sensitive location data","health-data, consent, enforcement",primary,https://www.ftc.gov/news-events/news/press-releases/2026/05/ftc-ban-kochava-subsidiary-selling-sensitive-location-data-settle-charges-they-sold-location-data,https://simeonatanasov.com/cookie-digest.html#ck-d141
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),25 February 2026,regulator guidance,in force,FTC Policy Statement on COPPA and age verification technologies,"children, consent",primary,https://www.ftc.gov/news-events/news/press-releases/2026/02/ftc-issues-coppa-policy-statement-incentivize-use-age-verification-technologies-protect-children,https://simeonatanasov.com/cookie-digest.html#ck-d142
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),26 January 2026,court decision,under appeal,"Salazar v. Paramount Global, No. 25-459 (U.S. Supreme Court), definition of consumer under the Video Privacy Protection Act",pixels-wiretap,primary,https://www.supremecourt.gov/search.aspx?filename=/docket/docketfiles/html/public/25-459.html,https://simeonatanasov.com/cookie-digest.html#ck-d143
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),26 August 2025,court decision,decided,"Popa v. Microsoft Corp., No. 24-14 (9th Cir.)",pixels-wiretap,primary,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/26/24-14.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d144
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),1 May 2025,court decision,decided,"Solomon v. Flipps Media, Inc., No. 23-7597 (2d Cir.), Video Privacy Protection Act and the Meta Pixel",pixels-wiretap,primary,https://law.justia.com/cases/federal/appellate-courts/ca2/23-7597/23-7597-2025-05-01.html,https://simeonatanasov.com/cookie-digest.html#ck-d145
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),22 April 2025,legislation,in force,"Children's Online Privacy Protection Rule, 16 CFR Part 312, 2025 final amendments","children, consent",primary,https://www.federalregister.gov/documents/2025/04/22/2025-05904/childrens-online-privacy-protection-rule,https://simeonatanasov.com/cookie-digest.html#ck-d146
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),26 June 2024,regulator guidance,in force,"HHS Office for Civil Rights, Use of Online Tracking Technologies by HIPAA Covered Entities and Business Associates","health-data, pixels-wiretap",primary,https://www.hhs.gov/hipaa/for-professionals/privacy/guidance/hipaa-online-tracking/index.html,https://simeonatanasov.com/cookie-digest.html#ck-d147
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),26 April 2024,legislation,in force,"FTC Health Breach Notification Rule, 16 CFR Part 318, 2024 final amendments","health-data, pixels-wiretap",primary,https://www.ftc.gov/news-events/news/press-releases/2024/04/ftc-finalizes-changes-health-breach-notification-rule,https://simeonatanasov.com/cookie-digest.html#ck-d148
United States: federal,https://simeonatanasov.com/cookie-digest.html#ck-united-states-federal,United States (federal),20 July 2023,regulator guidance,in force,FTC and HHS joint letters to hospital systems and telehealth providers on online tracking technologies,"health-data, pixels-wiretap",primary,https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-hhs-warn-hospital-systems-telehealth-providers-about-privacy-security-risks-online-tracking,https://simeonatanasov.com/cookie-digest.html#ck-d149
